student_id,favorite_team,demographic,low_income,first_gen
85088ac4,Milwaukee Brewers,Water,No,No
851ac258,Milwaukee Brewers,Water,Yes,No
85265b21,Washington Nationals,Grass,No,No
8532575a,Milwaukee Brewers,Fire,No,Yes
8539c402,Milwaukee Brewers,Grass,No,No
853bb73e,Milwaukee Brewers,Grass,No,No
85477c49,Washington Nationals,Grass,No,No
855493e1,Washington Nationals,Fairy,Yes,No
855ccec8,Milwaukee Brewers,Grass,No,No
85634d8d,Milwaukee Brewers,Fire,Yes,Yes
856791ea,Washington Nationals,Grass,No,No
856f2711,Washington Nationals,Grass,No,No
857e700e,Washington Nationals,Water,No,Yes
8581e4fe,Milwaukee Brewers,Water,No,No
8583acb2,Milwaukee Brewers,Fire,Yes,No
85849b53,Washington Nationals,Fire,No,No
85884ee1,Washington Nationals,Fairy,Yes,Yes
85a078a4,Milwaukee Brewers,Fire,Yes,Yes
85a62926,Washington Nationals,Water,Yes,No
85b01372,Milwaukee Brewers,Grass,No,No
85b98c90,Milwaukee Brewers,Grass,Yes,No
85beaf89,Washington Nationals,Fire,Yes,Yes
85c01e91,Milwaukee Brewers,Fire,No,No
85c92e89,Washington Nationals,Fire,Yes,Unknown
85d266b1,Milwaukee Brewers,Fire,No,No
85d446f8,Milwaukee Brewers,Fire,Yes,Yes
85d78c52,Washington Nationals,Grass,No,No
85e0979b,Milwaukee Brewers,Water,No,No
85e33dba,Milwaukee Brewers,Fire,No,No
85e96022,Milwaukee Brewers,Water,No,No
85f5492d,Milwaukee Brewers,Fire,No,No
85f804b8,Washington Nationals,Fire,Yes,No
85f9b48f,Milwaukee Brewers,Grass,Yes,No
860ccb26,Milwaukee Brewers,Grass,No,No
86128c63,Washington Nationals,Grass,No,No
8625a2fc,Washington Nationals,Water,No,No
86287e5c,Milwaukee Brewers,Fire,Yes,Yes
864cc309,Baltimore Orioles,Water,No,No
865110e0,Milwaukee Brewers,Fire,No,No
86521f09,Washington Nationals,Water,Yes,No
865800f2,Washington Nationals,Fire,No,Yes
865da050,Milwaukee Brewers,Grass,No,No
8662ada3,Milwaukee Brewers,Fire,Yes,Yes
86634fc4,Washington Nationals,Water,Yes,No
86843f20,Milwaukee Brewers,Fairy,No,No
86858f75,Milwaukee Brewers,Water,No,No
869773a7,Milwaukee Brewers,Water,No,No
86992be3,Washington Nationals,Water,No,No
86a52b09,Washington Nationals,Grass,No,No
86cb2410,Milwaukee Brewers,Fire,Yes,Yes
86d17169,Milwaukee Brewers,Grass,Yes,Yes
86d23867,Milwaukee Brewers,Water,No,Yes
86ea91bc,Milwaukee Brewers,Grass,Yes,No
86ed0f9c,Milwaukee Brewers,Dragon,No,No
86f482e0,Milwaukee Brewers,Fire,Yes,No
86fba61c,Milwaukee Brewers,Water,No,No
87075843,Washington Nationals,Water,No,Yes
8709728a,Washington Nationals,Fairy,Yes,Yes
8712c5e0,Milwaukee Brewers,Grass,No,No
871caa71,Milwaukee Brewers,Water,No,No
87247094,Milwaukee Brewers,Psychic,No,Yes
87391a97,Washington Nationals,Grass,No,Unknown
873a0500,Washington Nationals,Grass,No,Yes
87577662,Washington Nationals,Water,No,No
875cedfe,Milwaukee Brewers,Water,No,Yes
876ebe3d,Washington Nationals,Water,No,No
876ff579,Washington Nationals,Grass,Yes,Yes
87706659,Washington Nationals,Water,No,No
87707ff5,Washington Nationals,Water,No,No
8773c720,Milwaukee Brewers,Grass,No,No
8780240c,Milwaukee Brewers,Fire,Yes,No
87803518,Milwaukee Brewers,Fire,Yes,No
878da95b,Milwaukee Brewers,Water,No,Yes
8793dd0f,Washington Nationals,Dragon,No,No
87984e6e,Milwaukee Brewers,Fire,Yes,No
879d95e1,Washington Nationals,Grass,No,No
87a870a1,Washington Nationals,Fire,No,No
87bf3d88,Milwaukee Brewers,Fire,Yes,Yes
87d520d1,Washington Nationals,Grass,Yes,No
87d78366,Milwaukee Brewers,Water,Yes,No
87d83119,Washington Nationals,Fire,Yes,No
87df3d0e,Milwaukee Brewers,Grass,No,No
88048551,Baltimore Orioles,Water,No,No
880afb01,Milwaukee Brewers,Fire,Yes,No
88190a5a,Milwaukee Brewers,Grass,No,No
8819717f,Washington Nationals,Water,No,No
882d7764,Milwaukee Brewers,Grass,No,No
883483cc,Washington Nationals,Water,No,No
884582e2,Washington Nationals,Fire,Yes,Yes
8847833e,Milwaukee Brewers,Fire,No,No
884b6f81,Washington Nationals,Fire,Yes,Yes
88580750,Washington Nationals,Water,Yes,No
8860e647,Washington Nationals,Water,Yes,No
88738cef,Washington Nationals,Water,No,No
8881e642,Milwaukee Brewers,Fire,Yes,Yes
8883536c,Milwaukee Brewers,Water,No,No
8892a689,Milwaukee Brewers,Grass,No,No
88930735,Milwaukee Brewers,Grass,No,No
88943182,Milwaukee Brewers,Fire,Yes,No
889cdeca,Washington Nationals,Fire,Yes,No
889f8b78,Washington Nationals,Water,Yes,No
88ad92f8,Washington Nationals,Fire,No,Yes
88b282e2,Milwaukee Brewers,Fire,No,Yes
88b5ab8e,Milwaukee Brewers,Water,No,No
88b6b466,Milwaukee Brewers,Fire,No,No
88bda71c,Milwaukee Brewers,Fire,No,No
88c12c63,Washington Nationals,Fairy,No,No
88c313e7,Milwaukee Brewers,Dragon,No,No
88cc4274,Milwaukee Brewers,Fire,Yes,Yes
88d17b2d,Washington Nationals,Grass,No,No
88d41c08,Washington Nationals,Fire,Yes,No
88d80c1d,Milwaukee Brewers,Fire,No,No
88e6bb0b,Washington Nationals,Fire,No,No
88f19746,Washington Nationals,Grass,No,Unknown
88ff0fdd,Milwaukee Brewers,Water,Yes,No
891131cc,Washington Nationals,Fire,Yes,No
89131db2,Milwaukee Brewers,Dragon,Yes,Unknown
891de663,Milwaukee Brewers,Water,No,No
89253873,Milwaukee Brewers,Fairy,Yes,No
8937e96a,Washington Nationals,Fire,Yes,Yes
893ea13d,Milwaukee Brewers,Water,No,Unknown
894ad912,Milwaukee Brewers,Dragon,Yes,No
894c0c8b,Washington Nationals,Water,Yes,Yes
894c1a65,Washington Nationals,Water,No,No
895a39a1,Milwaukee Brewers,Grass,No,No
8963b825,Milwaukee Brewers,Water,No,No
89660a3a,Milwaukee Brewers,Dragon,No,No
897150ea,Milwaukee Brewers,Grass,No,No
8975f651,Milwaukee Brewers,Dragon,No,No
897f3c8f,Washington Nationals,Water,No,No
8990c6a5,Milwaukee Brewers,Grass,No,No
899985a8,Washington Nationals,Dragon,No,No
8999ba1c,Washington Nationals,Grass,No,No
89a3be19,Washington Nationals,Dragon,No,No
89b67e40,Milwaukee Brewers,Fire,No,No
89bd0e1f,Milwaukee Brewers,Grass,No,No
89cd712d,Washington Nationals,Fire,No,No
89cd8091,Washington Nationals,Fire,No,No
89cfbdb7,Baltimore Orioles,Water,No,No
89eb0d89,Milwaukee Brewers,Grass,No,No
89fed5fa,Washington Nationals,Water,Yes,No
8a0ba0c1,Washington Nationals,Dragon,No,No
8a0bcd41,Milwaukee Brewers,Water,Yes,Yes
8a11dcc7,Milwaukee Brewers,Dragon,Yes,No
8a21e5af,Milwaukee Brewers,Fire,No,No
8a26eaa5,Washington Nationals,Water,No,No
8a3054a3,Milwaukee Brewers,Grass,No,No
8a356597,Milwaukee Brewers,Fire,Yes,Yes
8a417ed3,Washington Nationals,Water,No,No
8a50e0ba,Washington Nationals,Grass,Yes,No
8a5bffc7,Milwaukee Brewers,Grass,Yes,No
8a5efebf,Milwaukee Brewers,Grass,No,No
8a770661,Washington Nationals,Fire,Yes,Yes
8a7b9d98,Milwaukee Brewers,Water,Yes,No
8a7f7b91,Washington Nationals,Fire,No,No
8a84ee0c,Washington Nationals,Fire,Yes,No
8a951e3a,Milwaukee Brewers,Fire,No,No
8aa07f88,Washington Nationals,Fire,Yes,Yes
8aa3f74f,Washington Nationals,Water,Yes,Yes
8aae1195,Milwaukee Brewers,Fire,No,No
8abc213f,Milwaukee Brewers,Fire,No,No
8abc82ac,Washington Nationals,Fire,Yes,No
8acbfb19,Milwaukee Brewers,Grass,No,No
8acc8ac8,Milwaukee Brewers,Fire,Yes,Yes
8ad85edc,Milwaukee Brewers,Water,No,No
8adf9844,Washington Nationals,Grass,No,No
8af01222,Washington Nationals,Fire,Yes,No
8af01c5d,Washington Nationals,Fairy,Yes,No
8af1ec99,Washington Nationals,Grass,No,No
8afdff3d,Washington Nationals,Fire,No,No
8b0b2999,Washington Nationals,Fire,Yes,No
8b1a83f7,Milwaukee Brewers,Fairy,Yes,No
8b1d5715,Washington Nationals,Water,No,No
8b201bb0,Washington Nationals,Grass,Yes,No
8b24fd13,Washington Nationals,Water,No,No
8b2619dd,Washington Nationals,Water,No,No
8b2a6c2e,Milwaukee Brewers,Fire,Yes,Unknown
8b2aa1df,Washington Nationals,Fire,No,Yes
8b4e160f,Milwaukee Brewers,Fire,No,No
8b4f1a9d,Washington Nationals,Water,Yes,No
8b5166b9,Milwaukee Brewers,Water,Yes,No
8b863476,Washington Nationals,Grass,No,No
8b87c723,Washington Nationals,Grass,Yes,No
8ba2db7f,Washington Nationals,Fairy,Yes,No
8ba86957,Milwaukee Brewers,Dragon,Yes,No
8bac73d5,Milwaukee Brewers,Water,No,No
8bc4e310,Milwaukee Brewers,Fire,No,No
8bc7fefd,Washington Nationals,Fire,Yes,No
8bce7d41,Washington Nationals,Fire,Yes,No
8bcf4988,Milwaukee Brewers,Fairy,Yes,Yes
8bd46538,Washington Nationals,Grass,Yes,Yes
8bd4d450,Washington Nationals,Fairy,No,Yes
8bf4514a,Milwaukee Brewers,Dragon,No,No
8bfeb455,Milwaukee Brewers,Grass,No,No
8c138dc6,Milwaukee Brewers,Electric,No,Yes
8c19eedf,Milwaukee Brewers,Grass,No,No
8c1a9f9a,Washington Nationals,Water,No,No
8c1aead2,Washington Nationals,Grass,No,No
8c1bf282,Washington Nationals,Fire,No,Unknown
8c1c7aaa,Milwaukee Brewers,Dragon,Yes,No
8c24fc31,Milwaukee Brewers,Water,No,No
8c2a81f7,Washington Nationals,Fire,Yes,Yes
8c328c4a,Washington Nationals,Water,No,No
8c343acb,Milwaukee Brewers,Dragon,No,No
8c3ab3d8,Washington Nationals,Fire,No,Yes
8c3dfde1,Washington Nationals,Water,No,No
8c50dc3c,Milwaukee Brewers,Grass,No,No
8c542543,Washington Nationals,Water,No,No
8c5c827d,Milwaukee Brewers,Fire,No,No
8c64b3a8,Washington Nationals,Water,No,No
8c65b5eb,Milwaukee Brewers,Fire,Yes,No
8c7b600c,Washington Nationals,Dragon,Yes,No
8c946e78,Washington Nationals,Dragon,Yes,No
8c969f6c,Washington Nationals,Fire,Yes,No
8caebc62,Washington Nationals,Grass,No,No
8cb5baa3,Washington Nationals,Fire,Yes,Yes
8cb838f3,Milwaukee Brewers,Grass,Yes,Yes
8cbf7642,Washington Nationals,Fire,Yes,Yes
8ccd8008,Washington Nationals,Dragon,Yes,Yes
8cd08f9d,Washington Nationals,Fire,Yes,No
8cd5ee85,Milwaukee Brewers,Grass,No,No
8cd986ee,Washington Nationals,Fire,Yes,No
8cdd8c84,Washington Nationals,Grass,No,No
8ce11b01,Washington Nationals,Grass,No,No
8cf7155f,Milwaukee Brewers,Fire,Yes,No
8d019f92,Milwaukee Brewers,Grass,No,No
8d09c1b1,Washington Nationals,Grass,No,No
8d18d07e,Washington Nationals,Water,No,No
8d1a5109,Milwaukee Brewers,Fairy,Yes,Yes
8d1efac3,Washington Nationals,Water,Yes,No
8d1f6aae,Milwaukee Brewers,Fire,No,No
8d1f796f,Washington Nationals,Water,No,No
8d20b75c,Milwaukee Brewers,Water,No,No
8d2d9d78,Washington Nationals,Water,No,No
8d3cf324,Washington Nationals,Water,No,No
8d4a12df,Washington Nationals,Grass,No,No
8d57e76b,Washington Nationals,Grass,No,No
8d588f90,Milwaukee Brewers,Grass,No,No
8d62647f,Milwaukee Brewers,Grass,No,No
8d653541,Washington Nationals,Water,Yes,No
8d670fa6,Milwaukee Brewers,Dragon,No,No
8d705912,Washington Nationals,Dragon,Yes,Yes
8d752e92,Milwaukee Brewers,Grass,No,No
8d7b467a,Washington Nationals,Fire,Yes,Yes
8d7c56bd,Milwaukee Brewers,Fire,Yes,No
8d7d51ee,Milwaukee Brewers,Grass,No,No
8d7eaad8,Milwaukee Brewers,Water,Yes,No
8d7f9900,Washington Nationals,Grass,No,No
8d83f84d,Milwaukee Brewers,Water,Yes,Yes
8d9c7ce9,Milwaukee Brewers,Water,No,No
8d9d1325,Milwaukee Brewers,Psychic,No,No
8dab06ec,Milwaukee Brewers,Fire,No,Yes
8db8cb10,Washington Nationals,Grass,No,No
8dbb0910,Milwaukee Brewers,Psychic,Yes,No
8dbd0cb5,Milwaukee Brewers,Water,No,No
8dc87be5,Washington Nationals,Grass,No,No
8ddd0f54,Washington Nationals,Fairy,No,Unknown
8dded29f,Milwaukee Brewers,Grass,Yes,Yes
8dedebfd,Washington Nationals,Grass,No,No
8dee56c9,Washington Nationals,Water,No,No
8df11845,Baltimore Orioles,Water,No,No
8dfde81a,Baltimore Orioles,Grass,No,No
8e0148fc,Milwaukee Brewers,Fire,No,No
8e044c9c,Milwaukee Brewers,Water,No,No
8e25f397,Milwaukee Brewers,Fire,Yes,No
8e349559,Milwaukee Brewers,Water,No,No
8e36636a,Washington Nationals,Water,Yes,No
8e37c32b,Washington Nationals,Water,No,No
8e3deb5e,Washington Nationals,Fire,Yes,Yes
8e47b79a,Washington Nationals,Fire,Yes,No
8e4a56ff,Milwaukee Brewers,Water,No,No
8e53dfdc,Milwaukee Brewers,Grass,No,No
8e60b4bd,Washington Nationals,Fire,No,No
8e68161d,Milwaukee Brewers,Fire,No,No
8e81c3d1,Milwaukee Brewers,Water,No,No
8e8c3c59,Milwaukee Brewers,Grass,No,No
8e95fa34,Milwaukee Brewers,Dragon,No,No
8e9797f5,Milwaukee Brewers,Fire,Yes,Yes
8e9a197f,Washington Nationals,Water,No,No
8e9a7487,Washington Nationals,Grass,No,Yes
8ea03954,Washington Nationals,Grass,No,No
8ea302b6,Milwaukee Brewers,Grass,No,No
8ea70259,Washington Nationals,Fire,No,Yes
8ea9ba8b,Washington Nationals,Grass,No,No
8eac3b16,Washington Nationals,Water,No,Yes
8eb06245,Washington Nationals,Fire,No,Yes
8eb7f20a,Milwaukee Brewers,Water,No,No
8eb87e59,Milwaukee Brewers,Fire,No,Yes
8ec302ea,Milwaukee Brewers,Water,Yes,No
8ec8ce09,Washington Nationals,Fire,Yes,Yes
8eccd37a,Washington Nationals,Fire,Yes,Yes
8ed10eba,Milwaukee Brewers,Fire,No,No
8ed1cdd6,Milwaukee Brewers,Water,No,No
8ede4b90,Washington Nationals,Fire,No,No
8ee66263,Milwaukee Brewers,Grass,No,Yes
8ee7cefd,Milwaukee Brewers,Dragon,No,No
8eeabba7,Washington Nationals,Water,No,No
8eee64d5,Washington Nationals,Fire,No,No
8eef61cf,Milwaukee Brewers,Grass,Yes,Unknown
8efb6fa5,Washington Nationals,Water,No,No
8efb8a3f,Washington Nationals,Water,No,No
8effad9a,Milwaukee Brewers,Fire,Yes,Yes
8f004d0a,Washington Nationals,Grass,No,No
8f06a844,Washington Nationals,Fire,Yes,No
8f0fe991,Milwaukee Brewers,Water,No,No
8f18ef52,Milwaukee Brewers,Grass,Yes,No
8f20e0b0,Washington Nationals,Fire,Yes,No
8f25b06b,Washington Nationals,Grass,No,Unknown
8f267922,Milwaukee Brewers,Fire,Yes,No
8f28e634,Washington Nationals,Grass,No,No
8f2a9ae8,Washington Nationals,Water,No,Yes
8f3c1d6b,Milwaukee Brewers,Dragon,No,No
8f4046c8,Washington Nationals,Water,Yes,Yes
8f462f01,Washington Nationals,Water,Yes,Unknown
8f47c702,Baltimore Orioles,Water,No,No
8f4d4631,Milwaukee Brewers,Water,Yes,No
8f53175b,Milwaukee Brewers,Water,No,Unknown
8f58e804,Milwaukee Brewers,Fire,No,No
8f5bc578,Washington Nationals,Water,No,No
8f5c1680,Washington Nationals,Fire,Yes,No
8f5f6d74,Washington Nationals,Water,No,No
8f8c79d1,Milwaukee Brewers,Fire,Yes,Yes
8f94e5d3,Milwaukee Brewers,Water,No,Yes
8f962f43,Milwaukee Brewers,Water,No,No
8fa6af14,Washington Nationals,Fire,Yes,Yes
8faabd81,Washington Nationals,Fire,No,No
8fb532b2,Washington Nationals,Fire,Yes,Yes
8fc885f0,Milwaukee Brewers,Fire,No,Yes
8fd112eb,Washington Nationals,Grass,No,No
8fe69c68,Washington Nationals,Water,Yes,No
8ff28e8a,Washington Nationals,Water,No,No
8ffacde6,Milwaukee Brewers,Grass,No,No
90087ac4,Milwaukee Brewers,Water,Yes,No
90124d92,Milwaukee Brewers,Water,Yes,No
9015db92,Milwaukee Brewers,Water,No,No
902c4fa5,Milwaukee Brewers,Fire,Yes,No
902c88a2,Washington Nationals,Water,No,No
902d71fd,Milwaukee Brewers,Dragon,No,No
9038aab4,Washington Nationals,Water,Yes,No
904158a9,Washington Nationals,Fire,No,No
90460be4,Milwaukee Brewers,Grass,No,No
9048d14d,Washington Nationals,Water,No,No
90497b68,Baltimore Orioles,Grass,No,No
904ee156,Washington Nationals,Fire,Yes,No
90577760,Washington Nationals,Grass,No,No
905af88c,Washington Nationals,Fire,Yes,No
905bfa96,Washington Nationals,Fire,Yes,Yes
905c93b4,Milwaukee Brewers,Water,No,No
906074c3,Washington Nationals,Fire,No,No
9061cbf8,Milwaukee Brewers,Water,No,No
90742cbd,Washington Nationals,Fire,No,No
9090641c,Milwaukee Brewers,Fire,No,Yes
909b8326,Washington Nationals,Fairy,No,No
90aa392a,Milwaukee Brewers,Grass,Yes,No
90ad35a8,Washington Nationals,Grass,No,No
90b08ba2,Washington Nationals,Fire,Yes,Yes
90c303e7,Washington Nationals,Water,No,No
90cf8eb2,Washington Nationals,Water,No,No
90dafe0e,Milwaukee Brewers,Grass,No,No
90df2202,Washington Nationals,Fire,Yes,No
90e1b8d6,Washington Nationals,Fire,No,No
90ebaa27,Milwaukee Brewers,Water,No,No
90ebee5c,Milwaukee Brewers,Psychic,No,No
90f6675b,Milwaukee Brewers,Fire,No,Yes
91098b84,Washington Nationals,Water,No,No
910d5512,Washington Nationals,Grass,No,No
911b196b,Milwaukee Brewers,Water,Yes,Yes
911f9679,Washington Nationals,Water,No,No
9126a18d,Washington Nationals,Fire,No,No
912753a1,Milwaukee Brewers,Water,No,No
91355814,Milwaukee Brewers,Fire,No,Yes
913b5acf,Milwaukee Brewers,Water,No,No
91414fc9,Washington Nationals,Fire,No,Yes
916fe724,Washington Nationals,Grass,No,No
9170fafc,Milwaukee Brewers,Psychic,Yes,Yes
917437a5,Milwaukee Brewers,Dragon,No,No
91790805,Milwaukee Brewers,Water,Yes,No
917c285c,Milwaukee Brewers,Water,No,No
917c877b,Milwaukee Brewers,Fire,No,Yes
9181a8ca,Washington Nationals,Grass,No,Yes
9183c22a,Milwaukee Brewers,Dragon,No,No
9187eab4,Milwaukee Brewers,Water,No,No
9188bd04,Washington Nationals,Water,Yes,No
919012f9,Washington Nationals,Fire,Yes,No
9193677e,Washington Nationals,Fire,No,No
91b333a1,Washington Nationals,Water,Yes,No
91b90c16,Washington Nationals,Grass,No,No
91c2ef54,Washington Nationals,Fire,Yes,No
91cadd27,Milwaukee Brewers,Fire,Yes,No
91d60b84,Washington Nationals,Water,No,No
91dd825a,Washington Nationals,Fire,Yes,Yes
91e4cf14,Washington Nationals,Grass,No,No
91e5ce6d,Washington Nationals,Fire,Yes,Yes
91ed2f0b,Washington Nationals,Fairy,No,No
91f33504,Milwaukee Brewers,Water,No,No
91f78637,Milwaukee Brewers,Water,No,No
91ff4187,Milwaukee Brewers,Water,No,No
92008b9d,Washington Nationals,Water,No,No
92024478,Washington Nationals,Fire,Yes,Yes
92046c35,Milwaukee Brewers,Water,Yes,No
9212718e,Washington Nationals,Grass,No,No
92155afe,Washington Nationals,Dragon,No,No
9224b4e8,Baltimore Orioles,Water,Yes,No
922aef92,Washington Nationals,Water,Yes,Yes
923910ee,Washington Nationals,Water,No,No
923cb91d,Washington Nationals,Fire,Yes,Unknown
9247f2fa,Milwaukee Brewers,Dragon,Yes,No
9268da71,Washington Nationals,Water,Yes,No
92734855,Milwaukee Brewers,Water,No,No
92745956,Milwaukee Brewers,Water,No,No
92784290,Milwaukee Brewers,Fire,No,Yes
92845b27,Washington Nationals,Fire,No,No
9287593a,Washington Nationals,Fire,No,Yes
9291b8ff,Baltimore Orioles,Fairy,No,Unknown
929e5c37,Milwaukee Brewers,Psychic,Yes,Yes
929e94bb,Washington Nationals,Water,No,No
92ac6301,Milwaukee Brewers,Fairy,No,No
92afdd2d,Washington Nationals,Fire,Yes,No
92b1515c,Milwaukee Brewers,Dragon,Yes,Unknown
92b5df8b,Milwaukee Brewers,Water,No,No
92b83266,Washington Nationals,Fire,Yes,Yes
92b9714b,Washington Nationals,Water,No,No
92bbe6fa,Washington Nationals,Fire,Yes,Yes
92c6e714,Washington Nationals,Fire,No,No
92d0ccd8,Washington Nationals,Fire,Yes,No
92d1b18f,Washington Nationals,Fire,Yes,Yes
92d45292,Milwaukee Brewers,Fire,No,No
92dd4dbb,Milwaukee Brewers,Water,No,No
92e79123,Milwaukee Brewers,Fire,Yes,No
92f26b2e,Milwaukee Brewers,Water,Yes,No
92f40e31,Washington Nationals,Grass,Yes,No
92f54368,Washington Nationals,Grass,Yes,No
92f699b7,Washington Nationals,Grass,No,No
92fce2cd,Milwaukee Brewers,Fire,Yes,No
93198a9b,Milwaukee Brewers,Water,No,No
93205bce,Milwaukee Brewers,Water,No,No
9323da75,Milwaukee Brewers,Fire,No,No
9332fab1,Washington Nationals,Water,No,No
9345e2b6,Washington Nationals,Dragon,Yes,No
9353c88b,Milwaukee Brewers,Grass,No,Yes
935949b1,Milwaukee Brewers,Fairy,No,No
935dbd83,Milwaukee Brewers,Water,No,No
93692805,Milwaukee Brewers,Water,No,No
936ea496,Milwaukee Brewers,Fire,Yes,No
93772616,Milwaukee Brewers,Fairy,No,Unknown
937c7c8d,Milwaukee Brewers,Fairy,No,Yes
9382c9ba,Washington Nationals,Grass,No,No
938f81a3,Washington Nationals,Water,No,No
93972759,Washington Nationals,Grass,No,No
93a80e82,Milwaukee Brewers,Fire,Yes,Yes
93a9b0f1,Milwaukee Brewers,Water,No,No
93ad75ca,Milwaukee Brewers,Water,No,No
93bedfd8,Washington Nationals,Fire,No,No
93c01ad2,Washington Nationals,Fairy,No,No
93c0e65c,Washington Nationals,Water,No,No
93c3dd87,Washington Nationals,Water,Yes,No
93c414af,Washington Nationals,Fire,Yes,Yes
93c7ed4c,Washington Nationals,Fire,Yes,Yes
93c8fd00,Washington Nationals,Fire,No,No
93d266de,Milwaukee Brewers,Fire,No,No
93deec91,Milwaukee Brewers,Water,No,No
93f1f10e,Washington Nationals,Water,No,No
93f29682,Milwaukee Brewers,Fire,Yes,No
93fe189c,Milwaukee Brewers,Water,No,No
94072880,Milwaukee Brewers,Fire,Yes,No
940d898d,Washington Nationals,Fire,No,No
94126554,Milwaukee Brewers,Water,No,No
941681b3,Washington Nationals,Grass,Yes,No
94257f13,Washington Nationals,Water,No,No
9428db87,Washington Nationals,Water,No,No
943b02cb,Milwaukee Brewers,Water,Yes,Unknown
9441013c,Milwaukee Brewers,Fire,Yes,No
9448a680,Milwaukee Brewers,Fire,No,Yes
944a5865,Milwaukee Brewers,Fire,No,No
9453ec37,Washington Nationals,Fire,No,No
9453f394,Milwaukee Brewers,Fire,No,No
94578a87,Washington Nationals,Water,No,No
945dc448,Washington Nationals,Fire,No,No
946bed6b,Washington Nationals,Fire,Yes,No
946c5e14,Milwaukee Brewers,Grass,Yes,Yes
946e2d98,Washington Nationals,Fire,Yes,No
94706180,Milwaukee Brewers,Water,Yes,No
94898e4d,Milwaukee Brewers,Water,No,No
948becc4,Washington Nationals,Water,No,No
9494cabc,Milwaukee Brewers,Grass,No,No
949ddf9a,Milwaukee Brewers,Fire,Yes,No
94aabfa6,Baltimore Orioles,Fairy,Yes,No
94b2d72b,Milwaukee Brewers,Fairy,No,No
94b7d35f,Milwaukee Brewers,Fairy,Yes,Yes
94bb80d8,Washington Nationals,Dragon,Yes,No
94e4ec7a,Washington Nationals,Grass,No,No
94e6eb67,Milwaukee Brewers,Grass,No,No
94f7d692,Baltimore Orioles,Water,No,No
94fa4620,Washington Nationals,Grass,Yes,No
94fb0e03,Washington Nationals,Dragon,No,No
9511ccab,Washington Nationals,Water,No,Yes
95133774,Washington Nationals,Fire,No,No
9517a3da,Milwaukee Brewers,Fairy,No,No
952620d5,Washington Nationals,Water,No,No
952665bc,Milwaukee Brewers,Grass,No,Unknown
9534f549,Washington Nationals,Fire,Yes,Yes
954f17af,Washington Nationals,Fire,No,Yes
95553eb8,Milwaukee Brewers,Grass,Yes,No
955e530a,Milwaukee Brewers,Water,No,No
956a6a6d,Washington Nationals,Fire,No,No
95801aca,Washington Nationals,Water,No,No
95819eed,Milwaukee Brewers,Fire,No,Yes
958c0656,Washington Nationals,Grass,No,No
958d33f0,Milwaukee Brewers,Water,No,No
95a33802,Washington Nationals,Psychic,No,No
95a5b7ed,Milwaukee Brewers,Fairy,No,No
95acac1d,Milwaukee Brewers,Water,Yes,No
95af32a3,Milwaukee Brewers,Psychic,Yes,No
95b6cb50,Baltimore Orioles,Grass,No,No
95c642da,Milwaukee Brewers,Fire,Yes,Yes
95d8169c,Washington Nationals,Fire,No,No
95d969a6,Washington Nationals,Water,No,No
95e5fcdf,Washington Nationals,Fire,Yes,No
95e63d08,Washington Nationals,Water,No,No
95ed4288,Milwaukee Brewers,Fire,Yes,No
95eda15a,Washington Nationals,Grass,No,No
95ef3b5b,Washington Nationals,Fire,No,Yes
95f688f9,Milwaukee Brewers,Water,Yes,No
9600ba21,Washington Nationals,Dragon,No,No
9602672b,Milwaukee Brewers,Water,Yes,Yes
9616038d,Milwaukee Brewers,Fire,Yes,No
96202166,Washington Nationals,Fire,Yes,Yes
962df89c,Washington Nationals,Water,Yes,Yes
96364b86,Washington Nationals,Fire,Yes,Yes
963781e0,Milwaukee Brewers,Grass,No,Yes
9638e3cb,Washington Nationals,Water,No,No
9640271f,Washington Nationals,Fire,Yes,No
96581b49,Milwaukee Brewers,Grass,No,No
9658d417,Milwaukee Brewers,Fire,Yes,No
9663e73f,Milwaukee Brewers,Grass,Yes,Yes
966831eb,Washington Nationals,Water,Yes,No
9668f5a9,Baltimore Orioles,Dragon,No,No
966e6a0b,Milwaukee Brewers,Grass,No,Yes
9677291d,Milwaukee Brewers,Fire,Yes,Yes
967b0f30,Washington Nationals,Grass,No,No
967bdab6,Washington Nationals,Grass,Yes,Yes
968f5048,Washington Nationals,Fire,No,Yes
9691a0e2,Washington Nationals,Fire,Yes,Yes
96972b53,Milwaukee Brewers,Fire,No,No
96a85a96,Washington Nationals,Water,No,No
96ac161d,Milwaukee Brewers,Fire,Yes,Yes
96bccd67,Washington Nationals,Dragon,No,No
96c0390c,Milwaukee Brewers,Fire,Yes,Yes
96c20d80,Washington Nationals,Grass,Yes,Yes
96cccb7b,Washington Nationals,Fairy,No,No
96d68509,Washington Nationals,Water,No,Yes
96de510b,Milwaukee Brewers,Grass,Yes,No
96e88b0a,Washington Nationals,Fire,Yes,Yes
9728e7e6,Baltimore Orioles,Fairy,No,No
9729a60a,Washington Nationals,Fire,No,No
972fa315,Milwaukee Brewers,Fire,No,Unknown
97381303,Washington Nationals,Fairy,No,No
973d07c0,Washington Nationals,Water,No,No
9745d0c4,Milwaukee Brewers,Fire,No,No
974ed598,Milwaukee Brewers,Grass,No,No
9753051f,Milwaukee Brewers,Grass,Yes,No
97588eb4,Washington Nationals,Dragon,No,No
97720166,Baltimore Orioles,Fire,Yes,No
9783f316,Washington Nationals,Water,No,No
