term_code,course_id,subject,course_num,student_id,final_grade
Fall 2022,10bb2784,Mahjong Strategy,010C,565a63c7,NP
Fall 2022,819f0017,Eel Catching,001A,63d44c2f,A
Fall 2022,33fd1c49,Eel Catching,001A,3d62afc8,C
Fall 2022,4f84e073,Mahjong Strategy,001,3d62afc8,D
Fall 2022,8e881c5e,Mahjong Strategy,001C,3d62afc8,P
Fall 2022,d9119645,Crocheting,020,6e37c62b,B
Fall 2022,b595c389,Eel Catching,001A,6e37c62b,C
Fall 2022,6929aa14,Mahjong Strategy,010,6e37c62b,D
Fall 2022,746a7bf5,Eel Catching,001A,78b73eda,F
Fall 2022,2d9532ab,Mahjong Strategy,010,78b73eda,F
Fall 2022,4f7deb15,Apple Picking,001B,4e8eaae3,B
Fall 2022,69c36786,Apple Picking,031A,4e8eaae3,A
Fall 2022,8575f908,Apple Picking,047A,4e8eaae3,A
Fall 2022,79105857,Mahjong Strategy,002,aabeecba,C
Fall 2022,8575f908,Apple Picking,047A,0c2f790b,A
Fall 2022,3d0aa157,Eel Catching,001A,0c2f790b,D
Fall 2022,127f650e,Mahjong Strategy,004A,b38c6b2b,A
Fall 2022,8575f908,Apple Picking,047A,dfea93a7,A
Fall 2022,8cd82d77,Eel Catching,001A,dfea93a7,A
Fall 2022,52884970,Mahjong Strategy,010,dfea93a7,A
Fall 2022,10bb2784,Mahjong Strategy,010C,dfea93a7,P
Fall 2022,8e49934b,Eel Catching,001A,5bb1ed8c,B
Fall 2022,f298bcd1,Eel Catching,001A,92fce2cd,B
Fall 2022,15c9c20e,Crocheting,001,dbfda27e,C
Fall 2022,b595c389,Eel Catching,001A,0da5fc27,C
Fall 2022,9e95fa0d,Mahjong Strategy,004A,48d43c94,A
Fall 2022,1aad637a,Eel Catching,001A,c489b9b7,B
Fall 2022,0388fd17,Mahjong Strategy,010,c489b9b7,A
Fall 2022,973405b1,Eel Catching,001B,25fe4fa7,A
Fall 2022,536a3d24,Mahjong Strategy,000G,25fe4fa7,A
Fall 2022,29b3f621,Eel Catching,001A,ecb5aaa4,W
Fall 2022,3f65edeb,Mahjong Strategy,001,ecb5aaa4,F
Fall 2022,bd540e9f,Eel Catching,001A,bfd4acf7,D
Fall 2022,36c21c7a,Mahjong Strategy,010,bfd4acf7,D
Fall 2022,f0b4c3e1,Mahjong Strategy,001,3bb49088,B
Fall 2022,3d0aa157,Eel Catching,001A,d9f42082,B
Fall 2022,e3fa9179,Mahjong Strategy,010,d9f42082,C
Fall 2022,62f3c5d9,Eel Catching,001A,d4b70231,C
Fall 2022,0388fd17,Mahjong Strategy,010,d4b70231,C
Fall 2022,6236add7,Apple Picking,031A,f55d3778,W
Fall 2022,8989c705,Apple Picking,033A,f55d3778,B
Fall 2022,819f0017,Eel Catching,001A,f55d3778,W
Fall 2022,b1cc439e,Eel Catching,001A,50841b6a,F
Fall 2022,e73beb4a,Mahjong Strategy,001,50841b6a,F
Fall 2022,23cb2fbc,Eel Catching,001A,ff870084,A
Fall 2022,0e14114a,Mahjong Strategy,003A,ff870084,C
Fall 2022,6623f9d1,Eel Catching,001A,b16ea6aa,A
Fall 2022,c34e86dc,Eel Catching,001A,669c1347,A
Fall 2022,1344a34c,Mahjong Strategy,010,669c1347,A
Fall 2022,2be66dc4,Eel Catching,001A,32bcb25c,C
Fall 2022,2446aae7,Eel Catching,001A,ef754a15,D
Fall 2022,685ad0f2,Mahjong Strategy,010,ef754a15,C
Fall 2022,c5398bfa,Mahjong Strategy,010C,ef754a15,P
Fall 2022,2be66dc4,Eel Catching,001A,b1a22ab0,A
Fall 2022,498952c7,Crocheting,001,b0631ca0,C
Fall 2022,f298bcd1,Eel Catching,001A,b0631ca0,C
Fall 2022,71bc4218,Eel Catching,001A,28aae45d,F
Fall 2022,a3a83aa3,Mahjong Strategy,001,28aae45d,A
Fall 2022,f0220d9e,Eel Catching,001A,7c66353c,F
Fall 2022,2788a467,Eel Catching,099X,7c66353c,NP
Fall 2022,0740cca6,Eel Catching,001C,fc3a31a6,A
Fall 2022,685ad0f2,Mahjong Strategy,010,fc3a31a6,A
Fall 2022,c5398bfa,Mahjong Strategy,010C,fc3a31a6,P
Fall 2022,4a889971,Mahjong Strategy,003A,07a57b9a,F
Fall 2022,08c6dd2a,Crocheting,001,ab1ff952,F
Fall 2022,bd540e9f,Eel Catching,001A,ab1ff952,F
Fall 2022,da86a24e,Mahjong Strategy,010,ab1ff952,D
Fall 2022,33fd1c49,Eel Catching,001A,33d5f2fe,C
Fall 2022,2fa61095,Mahjong Strategy,001,33d5f2fe,C
Fall 2022,1aad637a,Eel Catching,001A,66292f71,W
Fall 2022,b3b4261f,Mahjong Strategy,000D,66292f71,D
Fall 2022,769d99b4,Eel Catching,001B,09c3789f,B
Fall 2022,4a889971,Mahjong Strategy,003A,09c3789f,B
Fall 2022,69c36786,Apple Picking,031A,c9d7099a,B
Fall 2022,20b0551f,Apple Picking,035A,c9d7099a,B
Fall 2022,d60610aa,Crocheting,001,c9d7099a,C
Fall 2022,3d0aa157,Eel Catching,001A,c9d7099a,W
Fall 2022,b1cc439e,Eel Catching,001A,92745956,B
Fall 2022,f80bc09f,Eel Catching,001B,60391752,A
Fall 2022,52884970,Mahjong Strategy,010,60391752,A
Fall 2022,10bb2784,Mahjong Strategy,010C,60391752,P
Fall 2022,78407003,Eel Catching,001A,bd06997f,A
Fall 2022,050af281,Mahjong Strategy,010,bd06997f,B
Fall 2022,8cd82d77,Eel Catching,001A,f74ab847,B
Fall 2022,52884970,Mahjong Strategy,010,f74ab847,A
Fall 2022,10bb2784,Mahjong Strategy,010C,f74ab847,P
Fall 2022,71bc4218,Eel Catching,001A,56a7697e,A
Fall 2022,6aa94acc,Mahjong Strategy,019,56a7697e,B
Fall 2022,ce2a4774,Crocheting,001,a1d534fa,C
Fall 2022,1aad637a,Eel Catching,001A,a1d534fa,W
Fall 2022,4bc08f45,Eel Catching,001A,642449aa,W
Fall 2022,71160769,Mahjong Strategy,010,642449aa,F
Fall 2022,8cd82d77,Eel Catching,001A,074c8f42,A
Fall 2022,2bf42456,Mahjong Strategy,010,a6ecd07c,B
Fall 2022,5fbbac0c,Crocheting,001,32386605,A
Fall 2022,23cb2fbc,Eel Catching,001A,32386605,A
Fall 2022,4a889971,Mahjong Strategy,003A,32386605,A
Fall 2022,4dfe3ca8,Apple Picking,062A,ddec1c00,W
Fall 2022,8cd82d77,Eel Catching,001A,2c7610a6,C
Fall 2022,52884970,Mahjong Strategy,010,2c7610a6,C
Fall 2022,10bb2784,Mahjong Strategy,010C,2c7610a6,NP
Fall 2022,5f6c0591,Eel Catching,001A,517c7ccd,F
Fall 2022,c83a4093,Eel Catching,099X,517c7ccd,NP
Fall 2022,8cd82d77,Eel Catching,001A,caed8330,W
Fall 2022,52884970,Mahjong Strategy,010,caed8330,D
Fall 2022,10bb2784,Mahjong Strategy,010C,caed8330,NP
Fall 2022,d60610aa,Crocheting,001,d7bf4971,W
Fall 2022,71bc4218,Eel Catching,001A,d7bf4971,B
Fall 2022,2d9532ab,Mahjong Strategy,010,d7bf4971,C
Fall 2022,f014b7e0,Eel Catching,001A,324a6650,F
Fall 2022,71160769,Mahjong Strategy,010,324a6650,C
Fall 2022,c43dc911,Crocheting,001,2eae0cc1,B
Fall 2022,02cc207f,Eel Catching,001A,2eae0cc1,C
Fall 2022,e8f9adfc,Apple Picking,004,f0dbd118,B
Fall 2022,62f3c5d9,Eel Catching,001A,f0dbd118,C
Fall 2022,c15dc1ad,Mahjong Strategy,010,f0dbd118,F
Fall 2022,78a3cdde,Mahjong Strategy,010C,f0dbd118,P
Fall 2022,d60610aa,Crocheting,001,1aba067f,F
Fall 2022,71bc4218,Eel Catching,001A,1aba067f,F
Fall 2022,e818b329,Crocheting,001,04e92bdb,A
Fall 2022,a7b31b65,Mahjong Strategy,003A,04e92bdb,C
Fall 2022,02cc207f,Eel Catching,001A,e9fa6797,D
Fall 2022,36c21c7a,Mahjong Strategy,010,e9fa6797,C
Fall 2022,08c6dd2a,Crocheting,001,370c1d38,A
Fall 2022,934a415f,Eel Catching,001A,370c1d38,A
Fall 2022,536a3d24,Mahjong Strategy,000G,370c1d38,A
Fall 2022,29706113,Mahjong Strategy,004C,7f78799a,C
Fall 2022,79105857,Mahjong Strategy,002,8eef61cf,F
Fall 2022,424caeb4,Eel Catching,001A,d39e4f7f,W
Fall 2022,9c225087,Mahjong Strategy,010,d39e4f7f,W
Fall 2022,412cff19,Eel Catching,001A,f9f18671,A
Fall 2022,92d17843,Mahjong Strategy,000D,f9f18671,A
Fall 2022,97cca1b6,Eel Catching,001B,5bbc8738,A
Fall 2022,5f66f984,Mahjong Strategy,010,5bbc8738,A
Fall 2022,3a4544c2,Crocheting,001,9a210e60,C
Fall 2022,dfc635c7,Eel Catching,001A,9a210e60,B
Fall 2022,9e95fa0d,Mahjong Strategy,004A,f19457b9,A
Fall 2022,41faffc6,Eel Catching,001A,48ae9254,D
Fall 2022,4f84e073,Mahjong Strategy,001,48ae9254,A
Fall 2022,8e881c5e,Mahjong Strategy,001C,48ae9254,P
Fall 2022,8cd82d77,Eel Catching,001A,4a1173c2,F
Fall 2022,52884970,Mahjong Strategy,010,4a1173c2,C
Fall 2022,10bb2784,Mahjong Strategy,010C,4a1173c2,NP
Fall 2022,2f5bdac2,Crocheting,001,6a39b62d,D
Fall 2022,f298bcd1,Eel Catching,001A,6a39b62d,C
Fall 2022,08c6dd2a,Crocheting,001,7743c460,A
Fall 2022,5594b70c,Eel Catching,001A,7743c460,A
Fall 2022,536a3d24,Mahjong Strategy,000G,7743c460,A
Fall 2022,5f6c0591,Eel Catching,001A,2e338a0d,B
Fall 2022,c83a4093,Eel Catching,099X,2e338a0d,P
Fall 2022,2901b2f9,Eel Catching,001A,91f33504,C
Fall 2022,3f65edeb,Mahjong Strategy,001,91f33504,W
Fall 2022,412cff19,Eel Catching,001A,6fa2b7f5,A
Fall 2022,1b9496b9,Mahjong Strategy,010,6fa2b7f5,B
Fall 2022,08c6dd2a,Crocheting,001,5f499217,B
Fall 2022,71bc4218,Eel Catching,001A,5f499217,B
Fall 2022,f0b4c3e1,Mahjong Strategy,001,5f499217,C
Fall 2022,db2df720,Eel Catching,001A,ee1a9289,W
Fall 2022,79105857,Mahjong Strategy,002,ee1a9289,F
Fall 2022,f298bcd1,Eel Catching,001A,0f0a0d97,C
Fall 2022,b595c389,Eel Catching,001A,94072880,C
Fall 2022,1b320ee2,Eel Catching,001B,4aad21b5,W
Fall 2022,454cd81a,Mahjong Strategy,002,4aad21b5,D
Fall 2022,7c93d8d1,Mahjong Strategy,010H,cdca7fcb,B
Fall 2022,1aad637a,Eel Catching,001A,bd8101da,F
Fall 2022,da86a24e,Mahjong Strategy,010,bd8101da,D
Fall 2022,5f6c0591,Eel Catching,001A,1547598b,A
Fall 2022,c83a4093,Eel Catching,099X,1547598b,P
Fall 2022,d37ae4a7,Crocheting,001H,60caf087,A
Fall 2022,e3fa9179,Mahjong Strategy,010,60caf087,B
Fall 2022,020db758,Mahjong Strategy,003B,041af2ec,A
Fall 2022,5594b70c,Eel Catching,001A,4bea086d,A
Fall 2022,449f5874,Crocheting,001,2cef6e4e,A
Fall 2022,a7b31b65,Mahjong Strategy,003A,2cef6e4e,A
Fall 2022,6aa94acc,Mahjong Strategy,019,2cef6e4e,F
Fall 2022,5b7194b6,Crocheting,001,83d23ba6,B
Fall 2022,23cb2fbc,Eel Catching,001A,83d23ba6,B
Fall 2022,5f6c0591,Eel Catching,001A,40c22d9c,F
Fall 2022,c83a4093,Eel Catching,099X,40c22d9c,NP
Fall 2022,add0041f,Apple Picking,001A,4a69b880,D
Fall 2022,69c36786,Apple Picking,031A,4a69b880,W
Fall 2022,356f5f5f,Apple Picking,049A,4a69b880,A
Fall 2022,f014b7e0,Eel Catching,001A,4a69b880,W
Fall 2022,1b320ee2,Eel Catching,001B,41665036,B
Fall 2022,c43dc911,Crocheting,001,3249c8a5,W
Fall 2022,133995d4,Eel Catching,001A,3249c8a5,F
Fall 2022,d57a6a7a,Mahjong Strategy,003A,3249c8a5,F
Fall 2022,2be66dc4,Eel Catching,001A,088ec7d0,B
Fall 2022,36c21c7a,Mahjong Strategy,010,088ec7d0,B
Fall 2022,75ed6b43,Eel Catching,001A,a402c346,A
Fall 2022,da86a24e,Mahjong Strategy,010,a402c346,B
Fall 2022,127f650e,Mahjong Strategy,004A,7bf5c5c4,B
Fall 2022,6236add7,Apple Picking,031A,8c19eedf,A
Fall 2022,78407003,Eel Catching,001A,8c19eedf,A
Fall 2022,92d17843,Mahjong Strategy,000D,8c19eedf,A
Fall 2022,3a4544c2,Crocheting,001,e816bd3b,D
Fall 2022,b1cc439e,Eel Catching,001A,e816bd3b,C
Fall 2022,fa7e676a,Apple Picking,055,140790c3,A
Fall 2022,b3b4261f,Mahjong Strategy,000D,140790c3,A
Fall 2022,b5ef83cc,Crocheting,001,24ab66b1,F
Fall 2022,2bf42456,Mahjong Strategy,010,24ab66b1,W
Fall 2022,78407003,Eel Catching,001A,85a078a4,A
Fall 2022,a407cc82,Mahjong Strategy,010,85a078a4,A
Fall 2022,127f650e,Mahjong Strategy,004A,be054eba,B
Fall 2022,20b0551f,Apple Picking,035A,4f5f5aa3,F
Fall 2022,424caeb4,Eel Catching,001A,4f5f5aa3,W
Fall 2022,2bf42456,Mahjong Strategy,010,4f5f5aa3,F
Fall 2022,ee6bebef,Eel Catching,001A,c37a5acf,B
Fall 2022,08c6dd2a,Crocheting,001,73bedb21,I
Fall 2022,b1cc439e,Eel Catching,001A,73bedb21,B
Fall 2022,454cd81a,Mahjong Strategy,002,73bedb21,F
Fall 2022,7bd8e0ce,Apple Picking,062A,2f0344c5,F
Fall 2022,9057059b,Eel Catching,001A,2f0344c5,C
Fall 2022,71bc4218,Eel Catching,001A,134ea4d6,A
Fall 2022,da86a24e,Mahjong Strategy,010,134ea4d6,A
Fall 2022,e8f9adfc,Apple Picking,004,8260ffc2,B
Fall 2022,8337dec6,Eel Catching,001B,8260ffc2,A
Fall 2022,617b4d1c,Mahjong Strategy,014,8260ffc2,A
Fall 2022,2901b2f9,Eel Catching,001A,6ddb37b2,A
Fall 2022,79105857,Mahjong Strategy,002,6ddb37b2,A
Fall 2022,d60610aa,Crocheting,001,dea0a528,B
Fall 2022,819f0017,Eel Catching,001A,dea0a528,B
Fall 2022,5f6c0591,Eel Catching,001A,353031ce,A
Fall 2022,c83a4093,Eel Catching,099X,353031ce,P
Fall 2022,69637edb,Mahjong Strategy,001,353031ce,A
Fall 2022,807eb882,Mahjong Strategy,004A,fc0710a2,B
Fall 2022,4bc08f45,Eel Catching,001A,fd53b085,B
Fall 2022,5f6c0591,Eel Catching,001A,1e62a023,D
Fall 2022,c83a4093,Eel Catching,099X,1e62a023,NP
Fall 2022,050af281,Mahjong Strategy,010,4118ac2f,F
Fall 2022,97cca1b6,Eel Catching,001B,32be6b82,B
Fall 2022,a7b31b65,Mahjong Strategy,003A,79687fd0,C
Fall 2022,3d0aa157,Eel Catching,001A,3600d955,W
Fall 2022,36c21c7a,Mahjong Strategy,010,c7e75172,B
Fall 2022,f298bcd1,Eel Catching,001A,738f65f8,B
Fall 2022,c15dc1ad,Mahjong Strategy,010,738f65f8,B
Fall 2022,78a3cdde,Mahjong Strategy,010C,738f65f8,P
Fall 2022,add0041f,Apple Picking,001A,1c68834b,C
Fall 2022,de567964,Apple Picking,031A,1c68834b,A
Fall 2022,23cb2fbc,Eel Catching,001A,1c68834b,B
Fall 2022,c43dc911,Crocheting,001,3de58fab,C
Fall 2022,2be66dc4,Eel Catching,001A,3de58fab,B
Fall 2022,7bd8e0ce,Apple Picking,062A,9f0bcff2,B
Fall 2022,62f3c5d9,Eel Catching,001A,9f0bcff2,B
Fall 2022,62f3c5d9,Eel Catching,001A,60453436,B
Fall 2022,617b4d1c,Mahjong Strategy,014,60453436,C
Fall 2022,b050648e,Eel Catching,001B,125fe1f2,A
Fall 2022,020db758,Mahjong Strategy,003B,125fe1f2,A
Fall 2022,498952c7,Crocheting,001,11086504,W
Fall 2022,934a415f,Eel Catching,001A,11086504,F
Fall 2022,29706113,Mahjong Strategy,004C,e588eeb5,A
Fall 2022,b34b1f55,Eel Catching,001A,50ab7c4f,B
Fall 2022,33fd1c49,Eel Catching,001A,3d67cbdc,A
Fall 2022,454cd81a,Mahjong Strategy,002,3d67cbdc,A
Fall 2022,41faffc6,Eel Catching,001A,bf1add25,W
Fall 2022,71160769,Mahjong Strategy,010,bf1add25,W
Fall 2022,2446aae7,Eel Catching,001A,e7bf41e2,D
Fall 2022,e73beb4a,Mahjong Strategy,001,e7bf41e2,W
Fall 2022,78407003,Eel Catching,001A,983bfca3,A
Fall 2022,2bf42456,Mahjong Strategy,010,983bfca3,C
Fall 2022,934a415f,Eel Catching,001A,8c542543,A
Fall 2022,36c21c7a,Mahjong Strategy,010,8c542543,A
Fall 2022,020db758,Mahjong Strategy,003B,f3626f43,A
Fall 2022,aa941243,Apple Picking,001A,48e1bf30,C
Fall 2022,0658e45d,Mahjong Strategy,010,48e1bf30,B
Fall 2022,b595c389,Eel Catching,001A,7c23f55c,D
Fall 2022,050af281,Mahjong Strategy,010,7c23f55c,F
Fall 2022,2901b2f9,Eel Catching,001A,cb110bce,A
Fall 2022,0e14114a,Mahjong Strategy,003A,cb110bce,A
Fall 2022,b595c389,Eel Catching,001A,9bd4d50b,W
Fall 2022,454cd81a,Mahjong Strategy,002,9bd4d50b,F
Fall 2022,8337dec6,Eel Catching,001B,0f934744,A
Fall 2022,7792dccd,Mahjong Strategy,004C,0f934744,A
Fall 2022,1aad637a,Eel Catching,001A,12c8bd6b,F
Fall 2022,b3b4261f,Mahjong Strategy,000D,12c8bd6b,F
Fall 2022,b595c389,Eel Catching,001A,b3b956d8,A
Fall 2022,fc559298,Mahjong Strategy,004A,5ac8afc4,A
Fall 2022,5f6c0591,Eel Catching,001A,a69cfb3d,W
Fall 2022,c83a4093,Eel Catching,099X,a69cfb3d,W
Fall 2022,6623f9d1,Eel Catching,001A,9bb21590,W
Fall 2022,3f65edeb,Mahjong Strategy,001,9bb21590,W
Fall 2022,33fd1c49,Eel Catching,001A,9f062e79,B
Fall 2022,4f84e073,Mahjong Strategy,001,9f062e79,C
Fall 2022,8e881c5e,Mahjong Strategy,001C,9f062e79,P
Fall 2022,e505a71d,Mahjong Strategy,004A,e4da4617,A
Fall 2022,b3ace626,Apple Picking,001B,7b2c0a2e,B
Fall 2022,17f6e49f,Crocheting,010,7b2c0a2e,B
Fall 2022,9e95fa0d,Mahjong Strategy,004A,afade6ff,A
Fall 2022,1aad637a,Eel Catching,001A,edbbcf91,W
Fall 2022,807eb882,Mahjong Strategy,004A,495060d9,A
Fall 2022,f367201b,Eel Catching,001C,64f9e243,A
Fall 2022,34e0b051,Mahjong Strategy,004A,64f9e243,A
Fall 2022,db2df720,Eel Catching,001A,31b9c67c,W
Fall 2022,1aad637a,Eel Catching,001A,ef1170be,A
Fall 2022,4a889971,Mahjong Strategy,003A,ef1170be,A
Fall 2022,934a415f,Eel Catching,001A,a39e9a18,A
Fall 2022,36c21c7a,Mahjong Strategy,010,a39e9a18,A
Fall 2022,c34e86dc,Eel Catching,001A,92c6e714,A
Fall 2022,23cb2fbc,Eel Catching,001A,f3a99d3a,A
Fall 2022,79105857,Mahjong Strategy,002,f3a99d3a,B
Fall 2022,133995d4,Eel Catching,001A,21fa23cb,C
Fall 2022,d57a6a7a,Mahjong Strategy,003A,21fa23cb,C
Fall 2022,8264ccd5,Apple Picking,004,fb56f88f,B
Fall 2022,7bd8e0ce,Apple Picking,062A,fb56f88f,B
Fall 2022,d6487446,Apple Picking,031B,d36d6533,A
Fall 2022,27755b83,Apple Picking,081,d36d6533,D
Fall 2022,934a415f,Eel Catching,001A,d36d6533,F
Fall 2022,ce2a4774,Crocheting,001,47740d26,A
Fall 2022,4bc08f45,Eel Catching,001A,47740d26,A
Fall 2022,498952c7,Crocheting,001,409ece80,W
Fall 2022,2be66dc4,Eel Catching,001A,409ece80,W
Fall 2022,e3fa9179,Mahjong Strategy,010,a67f8402,C
Fall 2022,3f65edeb,Mahjong Strategy,001,a8274e80,A
Fall 2022,e4b12113,Mahjong Strategy,004A,a76fa83a,A
Fall 2022,8cd82d77,Eel Catching,001A,fb26e4de,A
Fall 2022,7c93d8d1,Mahjong Strategy,010H,fb26e4de,A
Fall 2022,e4b12113,Mahjong Strategy,004A,06daedac,A
Fall 2022,356f5f5f,Apple Picking,049A,a22dedc0,D
Fall 2022,412cff19,Eel Catching,001A,3f4cad7f,A
Fall 2022,1b9496b9,Mahjong Strategy,010,3f4cad7f,B
Fall 2022,412cff19,Eel Catching,001A,8bd46538,W
Fall 2022,e73beb4a,Mahjong Strategy,001,8bd46538,W
Fall 2022,75ed6b43,Eel Catching,001A,9eed054d,A
Fall 2022,9c225087,Mahjong Strategy,010,9eed054d,A
Fall 2022,1aad637a,Eel Catching,001A,b0303a7b,F
Fall 2022,0658e45d,Mahjong Strategy,010,b0303a7b,F
Fall 2022,b3b4261f,Mahjong Strategy,000D,b726b7ee,W
Fall 2022,29b3f621,Eel Catching,001A,0e3fa126,B
Fall 2022,f0b4c3e1,Mahjong Strategy,001,0e3fa126,A
Fall 2022,07c48b45,Crocheting,020,4374898c,C
Fall 2022,f014b7e0,Eel Catching,001A,ef98fac5,W
Fall 2022,29aab4cd,Mahjong Strategy,010,ef98fac5,W
Fall 2022,424caeb4,Eel Catching,001A,f5fac230,F
Fall 2022,23cb2fbc,Eel Catching,001A,f201ce26,B
Fall 2022,9c225087,Mahjong Strategy,010,f201ce26,A
Fall 2022,e505a71d,Mahjong Strategy,004A,293a8fd6,A
Fall 2022,de567964,Apple Picking,031A,4ce453bc,A
Fall 2022,db2df720,Eel Catching,001A,4ce453bc,C
Fall 2022,41faffc6,Eel Catching,001A,94bb80d8,C
Fall 2022,6929aa14,Mahjong Strategy,010,72c16535,W
Fall 2022,4f7deb15,Apple Picking,001B,f358fdac,A
Fall 2022,605f54aa,Apple Picking,001E,f358fdac,A
Fall 2022,424caeb4,Eel Catching,001A,f358fdac,W
Fall 2022,050af281,Mahjong Strategy,010,f358fdac,A
Fall 2022,29b3f621,Eel Catching,001A,ea85aa9a,A
Fall 2022,26d563d3,Mahjong Strategy,003A,ea85aa9a,W
Fall 2022,62f3c5d9,Eel Catching,001A,550b8bdd,C
Fall 2022,0388fd17,Mahjong Strategy,010,550b8bdd,C
Fall 2022,1aad637a,Eel Catching,001A,67b28b1a,C
Fall 2022,9c225087,Mahjong Strategy,010,67b28b1a,C
Fall 2022,97cca1b6,Eel Catching,001B,01986cf9,B
Fall 2022,36c21c7a,Mahjong Strategy,010,01986cf9,B
Fall 2022,8a430f8f,Mahjong Strategy,004B,be523c17,A
Fall 2022,29b3f621,Eel Catching,001A,2cc63d13,W
Fall 2022,71160769,Mahjong Strategy,010,2cc63d13,W
Fall 2022,05ecbb74,Apple Picking,095,ce376db3,F
Fall 2022,8e49934b,Eel Catching,001A,ce376db3,F
Fall 2022,0388fd17,Mahjong Strategy,010,ce376db3,W
Fall 2022,60bdea5d,Mahjong Strategy,012,0b90b781,B
Fall 2022,1904e8d2,Apple Picking,001D,3a175bf4,W
Fall 2022,746a7bf5,Eel Catching,001A,3a175bf4,B
Fall 2022,2d9532ab,Mahjong Strategy,010,3a175bf4,C
Fall 2022,9e95fa0d,Mahjong Strategy,004A,f906bae9,A
Fall 2022,e80f93d7,Mahjong Strategy,010,b16dec11,A
Fall 2022,2446aae7,Eel Catching,001A,d358f406,C
Fall 2022,617b4d1c,Mahjong Strategy,014,d358f406,C
Fall 2022,1b9496b9,Mahjong Strategy,010,c4beda1d,F
Fall 2022,0a8088cc,Crocheting,001,61d477b6,A
Fall 2022,23cb2fbc,Eel Catching,001A,7a3ef2fe,B
Fall 2022,36c21c7a,Mahjong Strategy,010,7a3ef2fe,C
Fall 2022,29706113,Mahjong Strategy,004C,33b9d686,A
Fall 2022,f78a82e6,Eel Catching,001A,9e40db06,B
Fall 2022,87f1a73e,Eel Catching,099X,9e40db06,P
Fall 2022,29b3f621,Eel Catching,001A,cdc74460,W
Fall 2022,82018c29,Mahjong Strategy,001,cdc74460,W
Fall 2022,7a464037,Mahjong Strategy,001C,cdc74460,W
Fall 2022,33fd1c49,Eel Catching,001A,a95c3deb,A
Fall 2022,454cd81a,Mahjong Strategy,002,a95c3deb,A
Fall 2022,82efc9d1,Eel Catching,001A,2faf7114,F
Fall 2022,050af281,Mahjong Strategy,010,cbe25efe,B
Fall 2022,71160769,Mahjong Strategy,010,6cee9dfd,F
Fall 2022,ee6bebef,Eel Catching,001A,2f04b9f9,C
Fall 2022,6929aa14,Mahjong Strategy,010,2f04b9f9,A
Fall 2022,f0b4c3e1,Mahjong Strategy,001,cc46bc6b,B
Fall 2022,78407003,Eel Catching,001A,586051e2,A
Fall 2022,a7b31b65,Mahjong Strategy,003A,586051e2,A
Fall 2022,17f6e49f,Crocheting,010,139d0678,A
Fall 2022,ef0005fd,Crocheting,012,139d0678,B
Fall 2022,9057059b,Eel Catching,001A,6ae17961,B
Fall 2022,a7b31b65,Mahjong Strategy,003A,6ae17961,B
Fall 2022,f78a82e6,Eel Catching,001A,2b5bbd4e,B
Fall 2022,87f1a73e,Eel Catching,099X,2b5bbd4e,P
Fall 2022,9057059b,Eel Catching,001A,51b667a3,B
Fall 2022,82efc9d1,Eel Catching,001A,5f3962c2,C
Fall 2022,29aab4cd,Mahjong Strategy,010,5f3962c2,B
Fall 2022,819f0017,Eel Catching,001A,8e81c3d1,A
Fall 2022,0e14114a,Mahjong Strategy,003A,8e81c3d1,B
Fall 2022,75ed6b43,Eel Catching,001A,f3bb2b69,W
Fall 2022,da86a24e,Mahjong Strategy,010,f3bb2b69,A
Fall 2022,424caeb4,Eel Catching,001A,a6c8ed70,A
Fall 2022,79105857,Mahjong Strategy,002,a6c8ed70,A
Fall 2022,498952c7,Crocheting,001,7cee36c6,A
Fall 2022,f298bcd1,Eel Catching,001A,7cee36c6,A
Fall 2022,02cc207f,Eel Catching,001A,7bf3a4b0,W
Fall 2022,add0041f,Apple Picking,001A,cf449fb6,W
Fall 2022,1904e8d2,Apple Picking,001D,cf449fb6,W
Fall 2022,85784778,Crocheting,012,cf449fb6,A
Fall 2022,8337dec6,Eel Catching,001B,8b201bb0,A
Fall 2022,e3fa9179,Mahjong Strategy,010,8b201bb0,A
Fall 2022,00b25147,Apple Picking,031A,189a0a29,B
Fall 2022,c34e86dc,Eel Catching,001A,189a0a29,B
Fall 2022,536a3d24,Mahjong Strategy,000G,189a0a29,A
Fall 2022,ce2a4774,Crocheting,001,de7ad507,A
Fall 2022,9057059b,Eel Catching,001A,de7ad507,A
Fall 2022,02cc207f,Eel Catching,001A,d4c69859,B
Fall 2022,9ae1b9f7,Mahjong Strategy,012,d4c69859,B
Fall 2022,8cd82d77,Eel Catching,001A,87bf3d88,A
Fall 2022,52884970,Mahjong Strategy,010,87bf3d88,A
Fall 2022,10bb2784,Mahjong Strategy,010C,87bf3d88,P
Fall 2022,aacc19c8,Mahjong Strategy,012,d4bf7a63,A
Fall 2022,26d563d3,Mahjong Strategy,003A,72a09d7c,A
Fall 2022,424caeb4,Eel Catching,001A,43f39d08,B
Fall 2022,e80f93d7,Mahjong Strategy,010,43f39d08,A
Fall 2022,b34b1f55,Eel Catching,001A,7006618f,C
Fall 2022,b34b1f55,Eel Catching,001A,cc05e9fd,C
Fall 2022,2d9532ab,Mahjong Strategy,010,cc05e9fd,C
Fall 2022,62f3c5d9,Eel Catching,001A,164764b9,C
Fall 2022,4cfd83ae,Eel Catching,001B,d9de775b,F
